order_date,year,month,product_code,product_type,revenue,products
2019-11-29,2019,November,Prod135,"Own Brand",19388,108
2019-11-29,2019,November,Prod137,"Own Brand",1547,6
2019-11-07,2019,November,Prod138,"Own Brand",102,1
2019-11-18,2019,November,Prod139,"Own Brand",2453,9
2019-11-15,2019,November,Prod140,"Own Brand",6579,33
2019-11-26,2019,November,Prod145,"Distribution",4504,4
2019-11-19,2019,November,Prod146,"Distribution",526629,420
2019-11-04,2019,November,Prod149,"Own Brand",13929,15
2019-11-07,2019,November,Prod150,"Own Brand",84328,240
2019-11-01,2019,November,Prod152,"Own Brand",2454,5
2019-11-22,2019,November,Prod156,"Own Brand",181,1
2019-11-08,2019,November,Prod159,"Distribution",414765,394
2019-11-07,2019,November,Prod160,"Distribution",13153,12
2019-11-08,2019,November,Prod161,"Distribution",32585,30
2019-11-14,2019,November,Prod162,"Distribution",21495,117
2019-11-25,2019,November,Prod165,"Own Brand",101560,170
2019-11-04,2019,November,Prod166,"Own Brand",55000,68
2019-11-15,2019,November,Prod167,"Own Brand",39832,41
2019-11-06,2019,November,Prod168,"Own Brand",3509,4
2019-11-15,2019,November,Prod205,"Distribution",4550,8
2019-11-22,2019,November,Prod206,"Distribution",185485,162
2019-11-29,2019,November,Prod207,"Distribution",19560,13
2019-11-04,2019,November,Prod208,"Own Brand",3903,15
2019-11-19,2019,November,Prod209,"Own Brand",201648,480
2019-11-29,2019,November,Prod210,"Own Brand",159077,161
2019-11-07,2019,November,Prod212,"Own Brand",336171,340
2019-11-15,2019,November,Prod213,"Own Brand",96820,333
2019-11-04,2019,November,Prod214,"Own Brand",134809,108
2019-11-22,2019,November,Prod215,"Own Brand",210586,166
2019-11-01,2019,November,Prod216,"Own Brand",150972,309
2019-11-08,2019,November,Prod218,"Distribution",8435,48
2019-11-15,2019,November,Prod219,"Distribution",575,3
2019-11-01,2019,November,Prod220,"Distribution",108063,139
2019-11-04,2019,November,Prod221,"Distribution",120180,305
2019-11-13,2019,November,Prod223,"Own Brand",1472,11
2019-11-14,2019,November,Prod224,"Own Brand",384,3
2019-11-07,2019,November,Prod227,"Own Brand",173216,527
2019-11-26,2019,November,Prod228,"Own Brand",16880,28
2019-11-04,2019,November,Prod229,"Own Brand",32727,111
2019-11-12,2019,November,Prod231,"Own Brand",6564,56
2019-11-05,2019,November,Prod232,"Own Brand",156954,2125
2019-11-05,2019,November,Prod236,"Distribution",152486,2088
2019-11-04,2019,November,Prod237,"Distribution",549904,8326
2019-11-04,2019,November,Prod238,"Own Brand",6990,117
2019-11-05,2019,November,Prod241,"Own Brand",37454,505
2019-11-26,2019,November,Prod242,"Own Brand",11421,82
2019-11-06,2019,November,Prod243,"Own Brand",381580,3030
2019-11-15,2019,November,Prod244,"Own Brand",118854,793
2019-11-18,2019,November,Prod249,"Distribution",15740,149
2019-11-04,2019,November,Prod250,"Distribution",12439,142
2019-11-20,2019,November,Prod251,"Distribution",32971,347
2019-11-19,2019,November,Prod252,"Distribution",244832,1247
2019-11-20,2019,November,Prod253,"Own Brand",491,11
2019-11-04,2019,November,Prod254,"Own Brand",55648,479
2019-11-08,2019,November,Prod255,"Own Brand",23015,149
2019-11-21,2019,November,Prod258,"Own Brand",21796,160
2019-11-07,2019,November,Prod260,"Own Brand",57326,694
2019-11-04,2019,November,Prod261,"Own Brand",161697,324
2019-11-08,2019,November,Prod262,"Own Brand",4251,6
2019-11-08,2019,November,Prod263,"Distribution",10915,69
2019-11-05,2019,November,Prod264,"Distribution",7314,51
2019-11-08,2019,November,Prod265,"Distribution",17892,43
2019-11-14,2019,November,Prod267,"Distribution",119120,158
2019-11-27,2019,November,Prod268,"Own Brand",14815,21
2019-11-19,2019,November,Prod269,"Own Brand",14961,56
2019-11-15,2019,November,Prod270,"Own Brand",11061,45
2019-11-04,2019,November,Prod271,"Own Brand",102899,268
2019-11-27,2019,November,Prod272,"Own Brand",4236,12
2019-11-15,2019,November,Prod273,"Own Brand",3249,21
2019-11-04,2019,November,Prod274,"Own Brand",3150,13
2019-11-08,2019,November,Prod275,"Own Brand",15084,36
2019-11-06,2019,November,Prod276,"Own Brand",16501,26
2019-11-07,2019,November,Prod278,"Distribution",11476,34
2019-11-11,2019,November,Prod279,"Distribution",22475,56
2019-10-07,2019,October,Prod005,"Own Brand",3518,8
2019-10-21,2019,October,Prod011,"Own Brand",2620,4
2019-10-10,2019,October,Prod016,"Own Brand",25356,18
2019-10-02,2019,October,Prod018,"Own Brand",1137957,531
2019-10-08,2019,October,Prod024,"Distribution",532620,273
2019-10-04,2019,October,Prod025,"Distribution",187690,54
2019-10-09,2019,October,Prod039,"Own Brand",9031,7
2019-10-04,2019,October,Prod040,"Own Brand",1087069,733
2019-10-15,2019,October,Prod041,"Own Brand",70065,53
2019-10-17,2019,October,Prod042,"Own Brand",14982,9
2019-10-09,2019,October,Prod043,"Own Brand",13344,20
2019-10-15,2019,October,Prod045,"Own Brand",1880,1
2019-10-08,2019,October,Prod046,"Own Brand",516051,461
2019-10-24,2019,October,Prod047,"Own Brand",252312,225
2019-10-02,2019,October,Prod049,"Own Brand",2009,7
2019-10-03,2019,October,Prod051,"Own Brand",111908,126
2019-10-04,2019,October,Prod052,"Own Brand",639,1
2019-10-30,2019,October,Prod053,"Own Brand",105728,485
2019-10-10,2019,October,Prod054,"Own Brand",495573,2142
2019-10-07,2019,October,Prod056,"Own Brand",168589,610
2019-10-12,2019,October,Prod057,"Own Brand",30752,60
2019-10-04,2019,October,Prod058,"Own Brand",297067,471
2019-10-09,2019,October,Prod059,"Own Brand",48267,76
2019-10-04,2019,October,Prod060,"Own Brand",12954,35
2019-10-05,2019,October,Prod061,"Own Brand",691960,1549
2019-10-03,2019,October,Prod065,"Own Brand",471594,1817
2019-10-14,2019,October,Prod088,"Own Brand",6444,200
2019-10-16,2019,October,Prod089,"Own Brand",11010,113
2019-10-11,2019,October,Prod090,"Own Brand",683870,13438
2019-10-03,2019,October,Prod091,"Own Brand",7750,118
2019-10-21,2019,October,Prod092,"Own Brand",3681,100
2019-10-07,2019,October,Prod098,"Own Brand",54115,435
2019-10-16,2019,October,Prod102,"Own Brand",508199,494
2019-10-04,2019,October,Prod103,"Own Brand",15168,14
2019-10-14,2019,October,Prod104,"Own Brand",11130,67
2019-10-14,2019,October,Prod106,"Own Brand",73404,57
2019-10-11,2019,October,Prod110,"Distribution",44533,32
2019-10-30,2019,October,Prod113,"Distribution",246398,780
2019-10-22,2019,October,Prod114,"Distribution",50486,166
2019-10-25,2019,October,Prod116,"Distribution",68357,209
2019-10-18,2019,October,Prod117,"Distribution",266307,1245
2019-10-15,2019,October,Prod118,"Distribution",1778,10
2019-10-03,2019,October,Prod119,"Distribution",17212,111
2019-10-11,2019,October,Prod121,"Distribution",174511,809
2019-10-09,2019,October,Prod122,"Own Brand",20809,75
2019-10-18,2019,October,Prod123,"Own Brand",256725,657
2019-10-07,2019,October,Prod127,"Own Brand",62584,227
2019-10-18,2019,October,Prod128,"Distribution",26691,37
2019-10-11,2019,October,Prod129,"Distribution",245740,514
2019-10-01,2019,October,Prod131,"Distribution",578333,1035
2019-10-18,2019,October,Prod132,"Distribution",61949,142
2019-10-02,2019,October,Prod133,"Own Brand",61867,101
2019-10-02,2019,October,Prod134,"Own Brand",72302,200
2019-10-01,2019,October,Prod135,"Own Brand",13686,75
2019-10-25,2019,October,Prod137,"Own Brand",10565,31
2019-10-22,2019,October,Prod138,"Own Brand",935,5
2019-10-25,2019,October,Prod140,"Own Brand",6010,32
2019-10-31,2019,October,Prod145,"Distribution",4370,3
2019-10-04,2019,October,Prod149,"Own Brand",9898,14
2019-10-03,2019,October,Prod150,"Own Brand",118061,336
2019-10-04,2019,October,Prod152,"Own Brand",2625,5
2019-10-25,2019,October,Prod159,"Distribution",345768,343
2019-10-15,2019,October,Prod160,"Distribution",26306,23
2019-10-03,2019,October,Prod161,"Distribution",76097,68
2019-10-11,2019,October,Prod165,"Own Brand",301375,376
2019-10-30,2019,October,Prod166,"Own Brand",145199,164
2019-10-04,2019,October,Prod167,"Own Brand",33967,38
2019-10-07,2019,October,Prod168,"Own Brand",20495,18
2019-10-21,2019,October,Prod171,"Own Brand",95829,720
2019-10-03,2019,October,Prod176,"Distribution",17666,20
2019-10-01,2019,October,Prod199,"Own Brand",2939,11
2019-10-25,2019,October,Prod205,"Distribution",2041,4
2019-10-11,2019,October,Prod206,"Distribution",185054,159
2019-10-07,2019,October,Prod207,"Distribution",6509,7
2019-10-25,2019,October,Prod208,"Own Brand",3453,16
2019-10-07,2019,October,Prod209,"Own Brand",162193,403
2019-10-11,2019,October,Prod210,"Own Brand",173699,179
2019-10-18,2019,October,Prod212,"Own Brand",191291,198
2019-10-25,2019,October,Prod213,"Own Brand",51868,186
2019-10-21,2019,October,Prod214,"Own Brand",136605,109
2019-10-07,2019,October,Prod215,"Own Brand",107750,85
2019-10-25,2019,October,Prod216,"Own Brand",113341,243
2019-10-08,2019,October,Prod218,"Distribution",7384,41
2019-10-18,2019,October,Prod219,"Distribution",575,2
2019-10-04,2019,October,Prod220,"Distribution",106878,138
2019-10-07,2019,October,Prod221,"Distribution",81185,208
2019-10-28,2019,October,Prod223,"Own Brand",7551,55
2019-10-01,2019,October,Prod224,"Own Brand",2602,20
2019-10-09,2019,October,Prod227,"Own Brand",248799,769
2019-10-21,2019,October,Prod229,"Own Brand",7065,20
2019-10-29,2019,October,Prod231,"Own Brand",5069,68
2019-10-08,2019,October,Prod232,"Own Brand",155753,2560
2019-10-09,2019,October,Prod236,"Distribution",92944,1489
2019-10-07,2019,October,Prod237,"Distribution",528929,8150
2019-10-14,2019,October,Prod238,"Own Brand",11202,190
2019-10-14,2019,October,Prod241,"Own Brand",54546,798
2019-10-11,2019,October,Prod242,"Own Brand",4828,40
2019-10-01,2019,October,Prod243,"Own Brand",388834,3183
2019-10-16,2019,October,Prod244,"Own Brand",146189,943
2019-10-08,2019,October,Prod249,"Distribution",8455,85
2019-10-16,2019,October,Prod250,"Distribution",17068,197
2019-10-31,2019,October,Prod251,"Distribution",70753,825
2019-10-07,2019,October,Prod252,"Distribution",236980,1264
2019-10-29,2019,October,Prod254,"Own Brand",98522,882
2019-10-18,2019,October,Prod255,"Own Brand",28095,183
2019-10-18,2019,October,Prod258,"Own Brand",21796,160
2019-10-24,2019,October,Prod260,"Own Brand",96259,1178
2019-10-16,2019,October,Prod261,"Own Brand",179350,439
2019-10-11,2019,October,Prod262,"Own Brand",389,1
2019-10-07,2019,October,Prod263,"Distribution",4524,39
2019-10-17,2019,October,Prod264,"Distribution",4376,32
2019-10-02,2019,October,Prod265,"Distribution",16345,46
2019-10-02,2019,October,Prod267,"Distribution",96212,140
2019-10-17,2019,October,Prod268,"Own Brand",13931,24
2019-10-02,2019,October,Prod269,"Own Brand",21809,68
2019-10-10,2019,October,Prod270,"Own Brand",18559,61
2019-10-11,2019,October,Prod271,"Own Brand",88371,193
2019-10-01,2019,October,Prod272,"Own Brand",13426,34
2019-10-02,2019,October,Prod273,"Own Brand",2041,11
2019-10-21,2019,October,Prod274,"Own Brand",4191,7
2019-10-02,2019,October,Prod275,"Own Brand",15435,41
2019-10-16,2019,October,Prod276,"Own Brand",14386,25
2019-10-01,2019,October,Prod278,"Distribution",13004,42
2019-10-11,2019,October,Prod279,"Distribution",21815,65
2019-09-03,2019,September,Prod005,"Own Brand",194283,317
2019-09-27,2019,September,Prod011,"Own Brand",514,1
2019-09-06,2019,September,Prod016,"Own Brand",83088,180
2019-09-06,2019,September,Prod018,"Own Brand",579461,266
2019-09-13,2019,September,Prod025,"Distribution",53103,16
2019-09-06,2019,September,Prod039,"Own Brand",8167,5
2019-09-10,2019,September,Prod040,"Own Brand",661589,369
2019-09-04,2019,September,Prod043,"Own Brand",58766,92
2019-09-16,2019,September,Prod045,"Own Brand",45098,24
2019-09-19,2019,September,Prod046,"Own Brand",597379,530
2019-09-04,2019,September,Prod047,"Own Brand",769554,735
2019-09-17,2019,September,Prod048,"Own Brand",1069,1
2019-09-16,2019,September,Prod049,"Own Brand",24218,27
2019-09-02,2019,September,Prod051,"Own Brand",94912,85
2019-09-30,2019,September,Prod052,"Own Brand",211250,124
2019-09-19,2019,September,Prod053,"Own Brand",256372,1083
2019-09-18,2019,September,Prod054,"Own Brand",254112,1092
2019-09-03,2019,September,Prod056,"Own Brand",76985,278
2019-09-09,2019,September,Prod057,"Own Brand",37319,71
2019-09-02,2019,September,Prod058,"Own Brand",235317,435
2019-09-10,2019,September,Prod059,"Own Brand",46765,72
2019-09-13,2019,September,Prod060,"Own Brand",2157,7
2019-09-03,2019,September,Prod061,"Own Brand",604984,1371
2019-09-04,2019,September,Prod065,"Own Brand",569395,2203
2019-09-20,2019,September,Prod067,"Distribution",74222,320
2019-09-20,2019,September,Prod077,"Distribution",184130,248
2019-09-23,2019,September,Prod088,"Own Brand",12889,400
2019-09-27,2019,September,Prod089,"Own Brand",23296,400
2019-09-27,2019,September,Prod090,"Own Brand",977915,20277
2019-09-12,2019,September,Prod091,"Own Brand",10134,167
2019-09-16,2019,September,Prod092,"Own Brand",3681,100
2019-09-09,2019,September,Prod096,"Own Brand",4630,257
2019-09-17,2019,September,Prod098,"Own Brand",30796,244
2019-09-03,2019,September,Prod102,"Own Brand",362352,334
2019-09-11,2019,September,Prod103,"Own Brand",10761,11
2019-09-26,2019,September,Prod104,"Own Brand",22264,133
2019-09-03,2019,September,Prod106,"Own Brand",247440,254
2019-09-03,2019,September,Prod110,"Distribution",49259,31
2019-09-03,2019,September,Prod113,"Distribution",214670,606
2019-09-30,2019,September,Prod114,"Distribution",39761,134
2019-09-30,2019,September,Prod116,"Distribution",73574,234
2019-09-16,2019,September,Prod117,"Distribution",195336,737
2019-09-09,2019,September,Prod118,"Distribution",1551,9
2019-09-02,2019,September,Prod119,"Distribution",11166,72
2019-09-04,2019,September,Prod120,"Distribution",4278,20
2019-09-09,2019,September,Prod121,"Distribution",239641,1126
2019-09-12,2019,September,Prod122,"Own Brand",37184,163
2019-09-10,2019,September,Prod123,"Own Brand",244062,598
2019-09-27,2019,September,Prod126,"Own Brand",83,1
2019-09-20,2019,September,Prod127,"Own Brand",114385,391
2019-09-12,2019,September,Prod128,"Distribution",11918,19
2019-09-06,2019,September,Prod129,"Distribution",322734,724
2019-09-12,2019,September,Prod131,"Distribution",474287,1034
2019-09-26,2019,September,Prod132,"Distribution",52500,120
2019-09-03,2019,September,Prod133,"Own Brand",14343,23
2019-09-05,2019,September,Prod134,"Own Brand",42017,132
2019-09-06,2019,September,Prod135,"Own Brand",17907,90
2019-09-06,2019,September,Prod137,"Own Brand",3981,12
2019-09-27,2019,September,Prod138,"Own Brand",366,2
2019-09-09,2019,September,Prod140,"Own Brand",8501,46
2019-09-06,2019,September,Prod149,"Own Brand",10280,13
2019-09-03,2019,September,Prod150,"Own Brand",118060,336
2019-09-27,2019,September,Prod152,"Own Brand",4842,9
2019-09-24,2019,September,Prod156,"Own Brand",181,1
2019-09-10,2019,September,Prod159,"Distribution",360947,344
2019-09-23,2019,September,Prod160,"Distribution",13153,12
2019-09-02,2019,September,Prod161,"Distribution",11902,14
2019-09-11,2019,September,Prod165,"Own Brand",233945,349
2019-09-02,2019,September,Prod166,"Own Brand",2913,6
2019-09-06,2019,September,Prod167,"Own Brand",71430,57
2019-09-04,2019,September,Prod176,"Distribution",17666,20
2019-09-11,2019,September,Prod199,"Own Brand",7358,26
2019-09-27,2019,September,Prod205,"Distribution",3797,6
2019-09-02,2019,September,Prod206,"Distribution",273944,236
2019-09-27,2019,September,Prod207,"Distribution",8250,9
2019-09-13,2019,September,Prod208,"Own Brand",4350,23
2019-09-02,2019,September,Prod209,"Own Brand",155262,378
2019-09-06,2019,September,Prod210,"Own Brand",174027,181
2019-09-13,2019,September,Prod212,"Own Brand",334875,339
2019-09-02,2019,September,Prod213,"Own Brand",98454,341
2019-09-03,2019,September,Prod214,"Own Brand",133058,106
2019-09-17,2019,September,Prod215,"Own Brand",305782,236
2019-09-24,2019,September,Prod216,"Own Brand",160496,337
2019-09-20,2019,September,Prod218,"Distribution",7787,42
2019-09-02,2019,September,Prod219,"Distribution",575,3
2019-09-13,2019,September,Prod220,"Distribution",360,3
2019-09-06,2019,September,Prod221,"Distribution",85176,219
2019-09-24,2019,September,Prod223,"Own Brand",11686,76
2019-09-09,2019,September,Prod224,"Own Brand",28999,350
2019-09-11,2019,September,Prod227,"Own Brand",132321,496
2019-09-30,2019,September,Prod229,"Own Brand",9949,29
2019-09-10,2019,September,Prod231,"Own Brand",1287,8
2019-09-10,2019,September,Prod232,"Own Brand",62668,828
2019-09-10,2019,September,Prod236,"Distribution",39279,679
2019-09-03,2019,September,Prod237,"Distribution",546915,8499
2019-09-02,2019,September,Prod238,"Own Brand",13175,216
2019-09-23,2019,September,Prod241,"Own Brand",36860,517
2019-09-20,2019,September,Prod242,"Own Brand",17051,155
2019-09-02,2019,September,Prod243,"Own Brand",425382,3498
2019-09-09,2019,September,Prod244,"Own Brand",145128,1020
2019-09-12,2019,September,Prod249,"Distribution",13361,139
2019-09-04,2019,September,Prod250,"Distribution",37894,496
2019-09-17,2019,September,Prod251,"Distribution",43855,470
2019-09-02,2019,September,Prod252,"Distribution",245786,1262
2019-09-23,2019,September,Prod253,"Own Brand",6843,149
2019-09-04,2019,September,Prod254,"Own Brand",17802,141
2019-09-12,2019,September,Prod255,"Own Brand",24661,166
2019-09-12,2019,September,Prod260,"Own Brand",50903,603
2019-09-24,2019,September,Prod261,"Own Brand",133509,284
2019-09-02,2019,September,Prod263,"Distribution",9598,70
2019-09-24,2019,September,Prod264,"Distribution",6139,47
2019-09-05,2019,September,Prod265,"Distribution",14489,41
2019-09-04,2019,September,Prod267,"Distribution",130210,179
2019-09-02,2019,September,Prod268,"Own Brand",13936,20
2019-09-04,2019,September,Prod269,"Own Brand",25681,74
2019-09-05,2019,September,Prod270,"Own Brand",18617,61
2019-09-24,2019,September,Prod271,"Own Brand",95855,243
2019-09-02,2019,September,Prod272,"Own Brand",11986,30
2019-09-06,2019,September,Prod273,"Own Brand",1637,12
2019-09-03,2019,September,Prod274,"Own Brand",4427,14
2019-09-04,2019,September,Prod275,"Own Brand",13929,40
2019-09-02,2019,September,Prod276,"Own Brand",10953,15
2019-09-04,2019,September,Prod278,"Distribution",16702,48
2019-09-06,2019,September,Prod279,"Distribution",10997,37
2020-04-03,2020,April,Prod005,"Own Brand",3625,6
2020-04-16,2020,April,Prod018,"Own Brand",451242,213
2020-04-14,2020,April,Prod024,"Distribution",205518,115
2020-04-16,2020,April,Prod025,"Distribution",112814,49
2020-04-24,2020,April,Prod040,"Own Brand",566272,387
2020-04-17,2020,April,Prod041,"Own Brand",11689,19
2020-04-02,2020,April,Prod042,"Own Brand",44421,28
2020-04-16,2020,April,Prod047,"Own Brand",380513,355
2020-04-16,2020,April,Prod053,"Own Brand",107481,427
2020-04-10,2020,April,Prod054,"Own Brand",261457,1124
2020-04-02,2020,April,Prod055,"Own Brand",69474,248
2020-04-02,2020,April,Prod056,"Own Brand",4070,16
2020-04-01,2020,April,Prod057,"Own Brand",1028,2
2020-04-02,2020,April,Prod058,"Own Brand",377898,862
2020-04-01,2020,April,Prod059,"Own Brand",98731,144
2020-04-16,2020,April,Prod061,"Own Brand",740223,1699
2020-04-20,2020,April,Prod065,"Own Brand",641869,2506
2020-04-14,2020,April,Prod070,"Distribution",860381,1090
2020-04-23,2020,April,Prod071,"Distribution",384888,213
2020-04-16,2020,April,Prod073,"Distribution",1477394,947
2020-04-20,2020,April,Prod083,"Own Brand",27745,50
2020-04-20,2020,April,Prod084,"Own Brand",38287,50
2020-04-14,2020,April,Prod085,"Own Brand",29167,6000
2020-04-27,2020,April,Prod088,"Own Brand",6981,217
2020-04-06,2020,April,Prod089,"Own Brand",11398,166
2020-04-01,2020,April,Prod090,"Own Brand",109645,2200
2020-04-29,2020,April,Prod091,"Own Brand",14083,187
2020-04-24,2020,April,Prod092,"Own Brand",37315,1733
2020-04-06,2020,April,Prod098,"Own Brand",37482,297
2020-04-17,2020,April,Prod102,"Own Brand",143981,190
2020-04-03,2020,April,Prod103,"Own Brand",10984,13
2020-04-14,2020,April,Prod106,"Own Brand",185357,186
2020-04-14,2020,April,Prod110,"Distribution",42125,26
2020-04-23,2020,April,Prod113,"Distribution",85362,270
2020-04-16,2020,April,Prod114,"Distribution",27407,85
2020-04-24,2020,April,Prod116,"Distribution",68355,197
2020-04-27,2020,April,Prod117,"Distribution",162136,681
2020-04-22,2020,April,Prod118,"Distribution",328,3
2020-04-02,2020,April,Prod121,"Distribution",206414,914
2020-04-01,2020,April,Prod122,"Own Brand",12180,69
2020-04-22,2020,April,Prod124,"Own Brand",219865,614
2020-04-20,2020,April,Prod127,"Own Brand",69501,259
2020-04-22,2020,April,Prod128,"Distribution",7612,12
2020-04-20,2020,April,Prod129,"Distribution",153762,438
2020-04-02,2020,April,Prod131,"Distribution",415584,800
2020-04-03,2020,April,Prod132,"Distribution",94500,216
2020-04-14,2020,April,Prod133,"Own Brand",23129,33
2020-04-02,2020,April,Prod134,"Own Brand",70207,199
2020-04-21,2020,April,Prod135,"Own Brand",23884,88
2020-04-14,2020,April,Prod137,"Own Brand",10540,31
2020-04-22,2020,April,Prod145,"Distribution",75175,72
2020-04-06,2020,April,Prod146,"Distribution",99520,93
2020-04-27,2020,April,Prod147,"Distribution",33958,65
2020-04-01,2020,April,Prod149,"Own Brand",2999,5
2020-04-17,2020,April,Prod150,"Own Brand",118061,336
2020-04-16,2020,April,Prod152,"Own Brand",3430,6
2020-04-14,2020,April,Prod159,"Distribution",313595,321
2020-04-02,2020,April,Prod161,"Distribution",8869,13
2020-04-21,2020,April,Prod162,"Distribution",51,1
2020-04-16,2020,April,Prod165,"Own Brand",143672,233
2020-04-03,2020,April,Prod167,"Own Brand",7661,15
2020-04-15,2020,April,Prod168,"Own Brand",14778,13
2020-04-03,2020,April,Prod205,"Distribution",6241,8
2020-04-20,2020,April,Prod206,"Distribution",185367,162
2020-04-24,2020,April,Prod207,"Distribution",366,2
2020-04-14,2020,April,Prod208,"Own Brand",3918,17
2020-04-03,2020,April,Prod209,"Own Brand",144221,354
2020-04-14,2020,April,Prod210,"Own Brand",179426,186
2020-04-17,2020,April,Prod212,"Own Brand",239525,252
2020-04-24,2020,April,Prod213,"Own Brand",48255,165
2020-04-14,2020,April,Prod214,"Own Brand",271939,215
2020-04-14,2020,April,Prod215,"Own Brand",328162,262
2020-04-14,2020,April,Prod216,"Own Brand",113524,244
2020-04-03,2020,April,Prod218,"Distribution",12797,65
2020-04-14,2020,April,Prod219,"Distribution",1348,4
2020-04-07,2020,April,Prod220,"Distribution",108176,137
2020-04-03,2020,April,Prod221,"Distribution",42148,111
2020-04-03,2020,April,Prod223,"Own Brand",19509,151
2020-04-22,2020,April,Prod227,"Own Brand",134425,302
2020-04-17,2020,April,Prod228,"Own Brand",164149,415
2020-04-07,2020,April,Prod231,"Own Brand",3004,18
2020-04-02,2020,April,Prod232,"Own Brand",121195,1677
2020-04-17,2020,April,Prod233,"Distribution",433112,1668
2020-04-17,2020,April,Prod234,"Distribution",143667,224
2020-04-01,2020,April,Prod236,"Distribution",7046,100
2020-04-24,2020,April,Prod237,"Distribution",406471,6633
2020-04-03,2020,April,Prod238,"Own Brand",5981,99
2020-04-23,2020,April,Prod241,"Own Brand",35816,487
2020-04-28,2020,April,Prod242,"Own Brand",1833,13
2020-04-01,2020,April,Prod243,"Own Brand",362766,3770
2020-04-08,2020,April,Prod244,"Own Brand",215260,1384
2020-04-27,2020,April,Prod249,"Distribution",7565,71
2020-04-24,2020,April,Prod250,"Distribution",16419,182
2020-04-06,2020,April,Prod251,"Distribution",44353,442
2020-04-03,2020,April,Prod252,"Distribution",238688,1493
2020-04-27,2020,April,Prod253,"Own Brand",5532,121
2020-04-23,2020,April,Prod254,"Own Brand",41777,320
2020-04-02,2020,April,Prod255,"Own Brand",3505,21
2020-04-28,2020,April,Prod257,"Own Brand",4810,53
2020-04-01,2020,April,Prod258,"Own Brand",21796,160
2020-04-02,2020,April,Prod260,"Own Brand",66522,718
2020-04-07,2020,April,Prod261,"Own Brand",301,3
2020-04-28,2020,April,Prod262,"Own Brand",37723,39
2020-04-14,2020,April,Prod263,"Distribution",11251,71
2020-04-07,2020,April,Prod264,"Distribution",3326,26
2020-04-17,2020,April,Prod265,"Distribution",31479,63
2020-04-07,2020,April,Prod266,"Distribution",5016,16
2020-04-01,2020,April,Prod267,"Distribution",145593,185
2020-04-24,2020,April,Prod268,"Own Brand",8690,13
2020-04-15,2020,April,Prod269,"Own Brand",18034,63
2020-04-07,2020,April,Prod270,"Own Brand",18651,57
2020-04-03,2020,April,Prod271,"Own Brand",66498,176
2020-04-07,2020,April,Prod272,"Own Brand",6630,16
2020-04-24,2020,April,Prod273,"Own Brand",2098,12
2020-04-14,2020,April,Prod274,"Own Brand",3051,12
2020-04-06,2020,April,Prod275,"Own Brand",7701,24
2020-04-27,2020,April,Prod276,"Own Brand",10284,18
2020-04-03,2020,April,Prod278,"Distribution",6984,29
2020-04-15,2020,April,Prod279,"Distribution",11303,38
2020-02-07,2020,February,Prod005,"Own Brand",935,3
2020-02-03,2020,February,Prod018,"Own Brand",196192,85
2020-02-28,2020,February,Prod024,"Distribution",114097,110
2020-02-07,2020,February,Prod025,"Distribution",24296,11
2020-02-07,2020,February,Prod030,"Distribution",5046,12
2020-02-03,2020,February,Prod040,"Own Brand",184882,153
2020-02-12,2020,February,Prod041,"Own Brand",18918,29
2020-02-06,2020,February,Prod042,"Own Brand",42805,27
2020-02-14,2020,February,Prod044,"Own Brand",276388,149
2020-02-17,2020,February,Prod046,"Own Brand",18547,19
2020-02-26,2020,February,Prod047,"Own Brand",2191474,1993
2020-02-20,2020,February,Prod048,"Own Brand",1606,1
2020-02-04,2020,February,Prod051,"Own Brand",1300,4
2020-02-18,2020,February,Prod053,"Own Brand",34353,141
2020-02-18,2020,February,Prod054,"Own Brand",342733,1405
2020-02-20,2020,February,Prod056,"Own Brand",142039,504
2020-02-19,2020,February,Prod058,"Own Brand",309087,542
2020-02-03,2020,February,Prod059,"Own Brand",37554,58
2020-02-03,2020,February,Prod061,"Own Brand",557172,1457
2020-02-19,2020,February,Prod065,"Own Brand",390339,1500
2020-02-26,2020,February,Prod070,"Distribution",648889,843
2020-02-21,2020,February,Prod071,"Distribution",300694,133
2020-02-28,2020,February,Prod083,"Own Brand",562731,933
2020-02-28,2020,February,Prod084,"Own Brand",666111,800
2020-02-29,2020,February,Prod085,"Own Brand",38889,8000
2020-02-21,2020,February,Prod088,"Own Brand",20620,640
2020-02-07,2020,February,Prod089,"Own Brand",205537,3242
2020-02-19,2020,February,Prod090,"Own Brand",328542,6814
2020-02-11,2020,February,Prod091,"Own Brand",169611,3270
2020-02-03,2020,February,Prod092,"Own Brand",3681,100
2020-02-12,2020,February,Prod098,"Own Brand",45843,362
2020-02-07,2020,February,Prod102,"Own Brand",208805,231
2020-02-07,2020,February,Prod103,"Own Brand",10432,11
2020-02-02,2020,February,Prod105,"Own Brand",120,1
2020-02-07,2020,February,Prod106,"Own Brand",256719,244
2020-02-07,2020,February,Prod110,"Distribution",126029,85
2020-02-03,2020,February,Prod113,"Distribution",190500,552
2020-02-12,2020,February,Prod114,"Distribution",33020,110
2020-02-07,2020,February,Prod116,"Distribution",50433,158
2020-02-11,2020,February,Prod117,"Distribution",162609,671
2020-02-07,2020,February,Prod118,"Distribution",297,2
2020-02-07,2020,February,Prod121,"Distribution",373116,1799
2020-02-24,2020,February,Prod122,"Own Brand",23782,102
2020-02-04,2020,February,Prod124,"Own Brand",162183,446
2020-02-07,2020,February,Prod127,"Own Brand",67287,250
